time,x,y,z
0,09,464,6900,28,6782,254,2000
0,20,464,6900,28,4393,254,2000
0,31,464,6900,28,1595,254,2000
0,41,464,6900,27,7678,254,2000
0,52,464,6900,27,2647,254,2000
0,62,464,6900,26,6690,254,2000
0,72,464,6900,25,9823,254,2000
0,83,464,6900,25,1704,254,2000
0,94,464,6900,24,3740,254,2000
1,05,464,6900,23,1057,254,2000
1,15,464,6900,22,0076,254,2000
1,25,464,6900,20,7773,254,2000
1,36,464,6900,19,3634,254,2000
1,46,464,6900,17,9342,254,2000
1,57,464,6900,16,4314,254,2000
1,67,464,6900,14,7051,254,2961
1,78,464,6900,12,8555,254,5674
1,89,464,6900,10,8977,255,0129
2,00,464,6900,8,8110,255,5564
2,10,464,6900,6,7371,256,0691
2,20,464,6900,4,5267,256,5894
2,31,464,6900,2,1978,257,1123
2,41,464,6900,0,0100,257,6416
2,51,464,6900,0,0100,258,1379
2,62,464,6900,0,0100,258,6772
2,73,464,6900,0,0100,259,2136
2,84,464,6900,0,0100,259,7658
2,94,464,6900,0,0100,260,3011
3,05,464,6900,0,0100,260,8085
3,15,464,6900,0,0100,261,3165
3,26,464,6900,0,0100,261,8752
3,36,464,6900,0,0100,262,3793
3,47,464,6900,0,0100,262,9382
3,58,464,6900,0,0100,263,4918
3,69,464,6900,0,0100,263,9975
3,80,464,6900,0,0100,264,5527
3,90,464,6900,0,0100,265,0646
4,00,464,6900,0,0100,265,5674
4,10,464,6900,0,0100,266,0646
4,20,464,6900,0,0100,266,5772
4,30,464,6900,0,0100,267,0716
4,40,464,6900,0,0100,267,5757
4,50,464,6900,0,0100,268,0824
4,60,464,6593,0,0100,268,5958
4,71,464,4868,0,0100,269,0991
4,81,464,1621,0,0100,269,6027
4,91,463,6912,0,0100,270,1082
5,01,463,1888,0,0100,270,6107
5,12,462,6339,0,0100,271,1655
5,22,462,1286,0,0100,271,6709
5,32,462,0554,0,0100,272,1832
5,42,462,2459,0,0100,272,6941
5,52,462,5827,0,0100,273,1928
5,63,463,0634,0,0100,273,7042
5,73,463,2029,0,0100,274,2119
5,84,463,0117,0,0100,274,7627
5,95,462,6353,0,0100,275,3172
6,06,462,1027,0,0100,275,8698
6,17,461,5499,0,0100,276,4226
6,28,460,9969,0,0100,276,9756
6,39,460,4487,0,0100,277,5237
6,49,459,9521,0,0100,278,0204
6,60,459,4065,0,0100,278,5660
6,71,458,8482,0,0100,279,1242
6,82,458,3010,0,0100,279,6715
6,93,457,7495,0,0100,280,2230
7,04,457,2001,0,0100,280,7723
7,15,456,6416,0,0100,281,3309
7,26,456,0863,0,0100,281,8862
7,37,455,5373,0,0100,282,4352
7,49,454,9893,0,0100,282,9832
7,59,454,5602,0,0100,283,4337
7,70,454,5883,0,0100,283,7368
7,81,454,8294,0,0100,283,8554
7,92,455,2514,0,0100,283,8576
8,02,455,7866,0,0100,283,8576
8,13,456,2946,0,0100,283,8576
8,24,456,8496,0,0100,283,9105
8,35,457,3981,0,0100,284,1391
8,46,457,8986,0,0100,284,5519
8,56,458,1979,0,0100,285,0448
8,67,458,3549,0,0100,285,5972
8,77,458,3664,0,0100,286,0961
8,88,458,3664,0,0100,286,6426
8,99,458,3664,0,0100,287,1907
9,10,458,3664,0,0100,287,7484
9,21,458,3664,0,0100,288,3050
9,31,458,3664,0,0100,288,8078
9,41,458,3664,0,0100,289,3156
9,52,458,3664,0,0100,289,8717
9,63,458,3664,0,0100,290,4330
9,74,458,3664,0,0100,290,9416
9,85,458,3664,0,0100,291,5002
9,96,458,3664,0,0100,292,0504
10,06,458,3556,0,0100,292,5263
10,16,458,2072,0,0100,292,8945
10,27,457,8803,0,0100,293,0909
10,37,457,4278,0,0100,293,1383
10,48,456,9777,0,0100,293,3046
10,59,456,7136,0,0100,293,6405
10,70,456,6215,0,0100,294,1457
10,81,456,6215,0,0100,294,6920
10,92,456,6215,0,0100,295,2358
11,02,456,6215,0,0100,295,7775
11,13,456,6215,0,0100,296,3109
11,24,456,6215,0,0100,296,8512
11,35,456,6215,0,0100,297,4023
11,46,456,6215,0,0100,297,9346
11,57,456,6215,0,0100,298,4880
11,67,456,6190,0,0100,298,9770
11,77,456,5031,0,0100,299,3620
11,88,456,2133,0,0100,299,5735
11,99,455,7500,0,0100,299,6181
12,10,455,2183,0,0100,299,6181
12,20,454,6769,0,0100,299,6181
12,31,454,1528,0,0100,299,6181
12,42,453,6219,0,0100,299,6181
12,52,453,0972,0,0100,299,6181
12,63,452,5554,0,0100,299,6181
12,74,452,1011,0,0100,299,6664
12,84,451,8161,0,0100,299,8835
12,95,451,7051,0,0100,300,2730
13,06,451,7035,0,0100,300,8009
13,17,451,7035,0,0100,301,3391
13,27,451,7035,0,0100,301,8822
13,38,451,7035,0,0100,302,4305
13,49,451,7035,0,0100,302,9568
13,60,451,7035,0,0100,303,5085
13,70,451,7035,0,0100,304,0409
13,81,451,7035,0,0100,304,5729
13,92,451,7035,0,0100,305,1120
14,03,451,7035,0,0100,305,6481
14,13,451,7035,0,0100,306,1808
14,24,451,7035,0,0100,306,7242
14,35,451,7035,0,0100,307,2632
14,46,451,7035,0,0100,307,8141
14,56,451,7035,0,0100,308,3214
14,67,451,7035,0,0100,308,8553
14,78,451,7035,0,0100,309,4084
14,89,451,7035,0,0100,309,9380
14,99,451,7035,0,0100,310,4739
15,10,451,7035,0,0100,311,0109
15,21,451,7035,0,0100,311,5475
15,32,451,7035,0,0100,312,0982
15,42,451,7035,0,0100,312,6349
15,53,451,7035,0,0100,313,1725
15,64,451,7035,0,0100,313,7215
15,75,451,7035,0,0100,314,2609
15,86,451,7035,0,0100,314,7953
15,97,451,7035,0,0100,315,3503
16,08,451,7035,0,0100,315,8784
16,18,451,7035,0,0100,316,4231
16,29,451,7035,0,0100,316,9645
16,40,451,7035,0,0100,317,5058
16,51,451,7035,0,0100,318,0518
16,61,451,7035,0,0100,318,5771
16,72,451,7035,0,0100,319,1180
16,83,451,7035,0,0100,319,6569
16,93,451,7035,0,0100,320,1863
17,04,451,7035,0,0100,320,7274
17,15,451,7035,0,0100,321,2601
17,26,451,7035,0,0100,321,7963
17,36,451,7035,0,0100,322,3414
17,47,451,7035,0,0100,322,8723
17,58,451,7035,0,0100,323,4202
17,69,451,7035,0,0100,323,9702
17,80,451,7035,0,0100,324,4994
17,90,451,7035,0,0100,325,0398
18,01,451,7035,0,0100,325,5659
18,12,451,7035,0,0100,326,1143
18,23,451,7035,0,0100,326,6566
18,34,451,7035,0,0100,327,1858
18,44,451,7035,0,0100,327,7336
18,55,451,7035,0,0100,328,2586
18,66,451,7035,0,0100,328,7926
18,76,451,7035,0,0100,329,3292
18,88,451,7035,0,0100,329,8811
18,98,451,7035,0,0100,330,4249
19,09,451,7035,0,0100,330,9714
19,20,451,7035,0,0100,331,5126
19,31,451,7035,0,0100,332,0604
19,42,451,7035,0,0100,332,6037
19,53,451,7035,0,0100,333,1504
19,64,451,7035,0,0100,333,6935
19,75,451,7035,0,0100,334,2507
19,86,451,7035,0,0100,334,7886
19,97,451,7035,0,0100,335,3498
20,08,451,7035,0,0100,335,8937
